SMILES,log IC50,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Clc1c(N(S(=O)(=O)C)CC2OCCCC2)c2NC(=O)C(=O)Nc2cc1Cl,1.5910646,52.305481,0,0,2,4,5,0,6,0,43,2,7,26,15,86.874626,2.0203402,0,0,15,2,0,17,0,3,5,0,1,1.8584782,-2.7447197,-0.55896854,0.4911592,2.7041519,-2.7762446,-0.4535673,0.70280379,2.7418492,-2.4896419,-0.24139813,0.8507145,2.9792318,33.03252,4,0.14285715,6,45,2,28,4,4,0.14285715,37,0,19.060114,16.171221,9.1902342,9.8614426,12.180559,10.522668,4.143847,4.7996597,1,1,1.0054204,11,0,-0.81185812,-0.44966927,0.010533492,2.7299886,-1.0187756,-0.33271429,0.1697561,2.7923565,-0.52448601,-0.18152887,0.22761533,3.0244825,8.9116516,14.412369,8.1607199,2.0550096,2.0708928,-4.4139128,1.3766246,6.3127961,9.8313475,-0.059698157,8.1973314,14,1.2913003,0.037072036,20.727041,8.1632652,4.54321,19.574833,7.6911793,4.2732143,5.7905211,8,2,1,0,0.85600001,-4.2168298,9.7212,0,1,17,1,3,5,0,0,0,2.0642397,-2.0642397,0.2665742,0.17291142,80.039139,36.038551,37.216545,0,0,0,57.283573,0,59.163895,0,0,43.381676,27.133842,2.503756,0.61984342,0.38564241,0.21303263,0.38015661,0.61435759,0.16712396,212.45813,132.18317,73.019272,130.30284,210.5778,57.283573,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,342.76099,0,0,0,342.76099,0,6,0,3,0,0,0.69230771,2.2191,1.5185606,94.710754,71.83371,39.365837,0,31.691174,7.0012131,17.643185,56.605217,86.567528,9.9502201,106.89601,0,1.5185606,13.469862,44.291744,74.248398,49.883404,116.6292,104.81,0.41210872,5.8073549,3.1353302,9.1598253,342.76099,402.96872,61.654121,0,0,11.365152,233.73703,36.004669,73.019272,422.289,1492,45,140
Clc1c(N(S(=O)(=O)C)CC(O)C)c2NC(=O)C(=O)Nc2cc1Cl,1.60206,44.358311,0,0,2,3,5,0,6,0,36,3,8,23,12,76.627502,2.1285417,0,0,12,2,0,13,0,3,5,0,1,2.3399625,-2.6113849,-0.52270055,0.5324235,2.5899515,-2.7279191,-0.47991943,0.55783451,2.5612476,-2.3211954,-0.29205623,0.7518636,2.9260821,26.74369,4,0.16666667,6,37,2,24,5,4,0.16666667,29,0,17.52458,14.38176,7.3618073,8.0330153,10.518764,8.9255915,2.8129489,3.4687619,1,1,1.0492331,9,0,-0.808532,-0.43166569,0.043342501,2.5823119,-1.018792,-0.42019653,0.15016104,2.6513627,-0.52193016,-0.19284268,0.20979381,2.901027,8.8129292,14.664214,7.1683688,1.7344679,1.7503233,-3.7774279,1.3766356,6.3127975,8.6380215,-0.059668362,8.1975622,14,1.2911811,0.037052989,19.326389,7.0869246,4.1587901,18.11072,6.6206989,3.876148,5.2132878,8,3,1,0,-0.389,-3.44471,8.4439526,0,1,11,1,2,3,0,0,0,1.9310703,-1.9310703,0.28495756,0.13456926,62.022102,36.038551,15.158071,0,0,0,57.283573,0,59.163895,0,0,56.948597,27.133842,0,0.54942906,0.45656401,0.267993,0.45057094,0.54343599,0.18257792,172.38261,143.24634,84.082436,141.36601,170.5023,57.283573,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,313.74863,0,0,0,313.74863,0,5,0,2,0,0,0.52173913,1.0308,26.903788,94.710754,60.833824,18.439579,0,31.691174,7.0012131,17.643185,0,119.89355,8.7592001,95.896118,25.385227,1.5185606,13.469862,44.291744,17.643185,28.957146,149.95522,115.81,0.43892586,5.5849624,2.9182785,8.8141422,313.74863,351.79984,59.150364,0,0,11.365152,193.66151,36.004669,84.082436,382.224,1044,40,122
P(=O)(O)(O)C(N)c1c2nc(O)c(O)nc2cc([N+](=O)[O-])c1.Cl,1.60206,38.331928,0,0,3,4,8,0,10,0,32,6,14,22,8,70.599907,2.2062471,0,0,9,1,0,10,0,4,7,1,0,2.557898,-2.4345183,-0.79858071,0.82409525,2.5682104,-2.5436389,-0.8116557,0.66049469,2.7063665,-2.1719949,-0.59803057,0.9770419,2.831136,23.02607,3,0.13636364,11,32,1,22,3,3,0.13636364,20,0,15.947229,12.231027,4.7320509,5.4556656,9.6080799,6.979424,2.1933756,2.9663265,1,1,1.1177135,22,0,-0.77212757,-0.47042125,0.21559624,2.4726045,-1.3373395,-0.41056475,0.0445779,2.5679996,-0.49186304,-0.22952583,0.3030265,2.7290211,13.336121,17.621876,2.7694097,-4.8873959,-0.48802912,-2.1178401,1.257905,6.877604,7.887044,-2.1788754,-31.208168,14,1.8161479,58.907623,20.045454,7.2664361,4.3083901,18.082653,6.5211496,3.8520477,5.3599858,11,6,0,2,0.30752999,-1.47683,7.5928831,1,2,11,0,2,3,2,0,0,1.9803424,-1.9803424,0.1788304,0.13043058,41.168686,37.853561,13.399102,0,0,40.818676,13.666999,41.168686,17.742489,0,27.133842,58.552563,33.931049,0,0.48298851,0.48320755,0.32534069,0.51701146,0.51679248,0.19167079,137.29768,137.35994,92.483612,146.96928,146.90703,54.485676,0,0,0,0,0,0,1,0,0,0,1,0,284.26697,0,0,0,284.26697,0,22,1,2,0,0,0.36363637,-0.088500001,148.71535,40.656677,0,50.935009,3.185575,0,0,39.574642,1.1528039,79.686913,7.4884,29.519381,126.95545,50.935009,13.96758,39.942207,35.286369,0,67.300964,195.61,0.43949699,5.4594316,3.0504334,8.3583632,284.26697,306.47122,11.365152,0,0,0,66.172279,114.66579,103.42889,352.62698,1300,36,112
Clc1ccc(OC2CCN(C(=O)C(=O)Nc3cc4oc(O)nc4cc3)CC2)cc1,1.60206,56.692272,0,0,3,4,5,0,15,0,47,2,7,29,17,83.203934,1.7702965,0,0,20,1,0,18,0,3,5,0,0,1.1682246,-2.7359288,-0.63342488,0.66087914,2.7082007,-2.8073051,-0.53557044,0.79381508,2.6694469,-2.4841526,-0.47916129,0.86309391,2.9533601,29.805725,5,0.15625,16,50,2,32,1,6,0.1875,32,0,20.380104,16.055758,11.447229,12.974327,13.974367,9.4760504,5.6258979,7.2491498,0,0,0.88810492,18,0,-0.84213799,-0.46552485,0.069957294,2.6367786,-1.0158743,-0.35286295,0.15722923,2.6641202,-0.51960838,-0.23178481,0.23586953,2.8901196,7.8813863,12.39246,6.6246691,3.113292,3.3812945,-5.3185377,0,10.593927,10.773104,-0.99725521,4.4397006,14,1.0191102,3.5162129,22.203125,10.08,5.8257928,17.134325,7.7019916,4.4189138,4.5506353,8,2,1,0,2.753,-5.6547399,10.692682,0,1,22,1,4,6,0,0,0,2.1805403,-2.1805403,0.17122047,0.19046237,94.850967,67.103302,55.757084,8.458519,0,0,45.098572,0,29.581947,13.566921,5.6825762,5.6825762,27.133842,5.0075121,0.7683236,0.24210563,0.10567592,0.2316764,0.75789434,0.12600048,275.00131,86.655373,37.823929,82.922501,271.26843,45.098572,0.5,1,0,0,0,0,1,0,0,0,1,0,357.92383,0,0,0,357.92383,0,9,0,4,0,0,0.51724136,3.1953001,36.385113,48.43816,54.193081,36.879158,0,9.5073462,3.5006065,130.48264,37.736813,54.226665,10.59855,57.231777,56.294956,0,22.290531,27.747845,161.23911,47.396725,39.148643,104.9,0.38828552,6,3.8938262,9.3717957,357.92383,447.79504,35.320175,0,0,5.6825762,247.2933,56.060848,54.569672,415.83298,2689,43,154
Clc1c(N(S(=O)(=O)C)CCCO)c2NC(=O)C(=O)Nc2cc1Cl,1.6127839,44.358311,0,0,2,4,5,0,6,0,36,3,8,23,12,76.627502,2.1285417,0,0,12,2,0,13,0,3,5,0,1,2.3004417,-2.6103387,-0.59667265,0.55245185,2.5800474,-2.6921723,-0.49327743,0.6236341,2.5751681,-2.3150411,-0.298852,0.8519361,2.923104,26.74369,5,0.20833333,6,37,2,24,6,5,0.20833333,29,0,17.361443,14.218622,7.1986704,7.8698792,10.662921,8.9980221,2.8273504,3.4831634,0,0,1.0492331,10,0,-0.80858094,-0.44035199,0.046231464,2.5746408,-1.0186882,-0.40410125,0.15026116,2.653753,-0.52116841,-0.19387473,0.26148704,2.89534,8.8534746,14.808005,7.4037061,1.6813416,1.6967819,-3.7270172,1.3772515,6.3128695,8.638031,-0.058068231,8.2101059,14,1.2847792,0.036031265,19.326389,7.4861112,4.1587901,18.11072,6.9936242,3.876148,5.5069375,8,3,1,0,-0.40900001,-3.3192699,8.4820032,0,1,11,1,2,4,0,0,0,1.9301006,-1.9301006,0.28510028,0.13463686,68.721657,15.739044,6.6995511,22.058474,0,0,57.283573,0,59.163895,0,0,56.948597,27.133842,0,0.54942906,0.45656401,0.267993,0.45057094,0.54343599,0.18257792,172.38261,143.24634,84.082436,141.36601,170.5023,57.283573,0.5,1,0,0,0,0,1,0,0,0,1,0,313.74863,0,0,0,313.74863,0,5,0,2,0,0,0.65217394,1.0324,26.903788,94.710754,54.365173,39.365837,0,31.691174,7.0012131,17.643185,18.868406,86.567528,8.7614002,95.896118,25.385227,1.5185606,7.0012131,44.291744,36.511589,49.883404,116.6292,115.81,0.43892586,5.5849624,2.97995,8.807539,313.74863,351.79984,59.150364,0,0,11.365152,193.66151,36.004669,84.082436,382.224,1064,40,120
Clc1c([N+](=O)[O-])c2nc(O)c(O)nc2cc1C,1.6532125,28.528757,0,0,1,1,4,0,10,0,23,2,6,17,9,47.247936,2.0542581,0,0,9,1,0,6,0,3,4,0,0,2.2079928,-2.2342384,-0.62970674,0.63249081,2.3070781,-2.1108103,-0.63204676,0.53517735,2.4458163,-1.9746687,-0.35967326,0.83808559,2.5684445,10.875242,1,0.055555556,11,24,1,18,1,1,0.055555556,12,0,12.740123,9.2638083,5.0773501,5.7485585,7.9135914,4.8246927,2.3273504,3.0605135,0,0,1.0250119,7,0,-0.73434591,-0.48681024,0.13328421,2.2840738,-0.80932862,-0.30012515,0.13119705,2.4211683,-0.49174199,-0.20165226,0.29046682,2.5526125,8.0347204,6.4716988,1.3345408,2.1328759,2.1212018,-3.3559737,0,7.1226554,5.9778266,-0.38884121,7.1967239,14,2.2048037,8.3717127,13.432098,4.9382715,2.4197531,10.546258,3.8138337,1.84429,2.3659806,7,2,1,0,2.3315301,-2.2676899,5.7540526,1,1,11,1,2,1,0,0,0,1.3503358,-1.3503358,0.2345563,0.19123702,45.216946,4.0280342,11.219297,6.6995511,0,25.899061,6.6995511,2.2085397,29.581947,0,27.133842,11.365152,33.931049,0,0.6181308,0.51092762,0.22205874,0.3818692,0.48907241,0.15981047,126.08816,104.22053,45.2962,77.894814,99.762444,32.598614,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,203.98297,0,0,0,203.98297,0,4,1,2,0,0,0.11764706,1.91102,50.770454,40.656677,0,50.935009,3.185575,0,3.5006065,21.931458,0,84.860611,5.9268999,7.0856161,84.341515,50.935009,16.315382,7.0450215,17.643185,0,72.474655,112.06,0.54234898,5.1699252,2.6363521,7.9192882,203.98297,243.47913,11.365152,0,0,0,105.65386,59.830109,38.498993,255.61699,460,30,90
Clc1c(N(S(=O)(=O)C)Cc2cc(F)ccc2)c2NC(=O)C(=O)Nc2cc1Cl,1.6532125,50.486515,0,0,3,4,4,0,12,0,39,2,6,27,17,84.356247,2.1629808,0,0,16,2,1,12,0,3,4,0,1,1.8591523,-2.5373929,-0.60922152,0.58857298,2.5260208,-2.5936136,-0.47441027,0.77106708,2.5790215,-2.1808648,-0.39893296,0.86609882,2.8983252,26.853483,4,0.13793103,12,41,2,29,4,4,0.13793103,27,0,19.930357,16.044561,9.0938578,10.438793,12.574406,10.045697,4.0022707,5.5244045,0,0,1.0077593,11,0,-0.80848002,-0.45507097,0.031364288,2.6043737,-1.0184222,-0.33787474,0.22911131,2.7214291,-0.461945,-0.19393325,0.22833075,2.9344451,7.9257822,14.166487,7.9140258,3.55335,3.5693417,-5.5602403,1.3764988,9.5166254,10.066489,-0.060033377,8.1947451,14,1.2926369,0.0372863,21.702734,8.3935947,4.7755103,18.605553,7.1509347,4.0496697,4.92767,7,2,1,0,1.821,-5.3829198,9.9715738,0,1,17,1,3,3,0,0,0,1.937764,-1.937764,0.28397772,0.1341044,80.039139,36.038551,15.720397,0,0,0,57.283573,18.017035,59.163895,0,0,55.29031,27.133842,0,0.59933168,0.45773202,0.23638454,0.40066832,0.54226798,0.16428377,208.97902,159.60509,82.424156,139.70773,189.08167,57.283573,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,348.68674,0,0,0,348.68674,0,6,0,3,0,0,0.7037037,3.2557001,1.5185606,94.710754,63.486195,0,3.185575,31.691174,7.0012131,88.215919,0,119.96722,10.13532,95.896118,14.960114,10.639579,10.186788,44.291744,106.6555,10.517568,116.6292,95.580002,0.40063059,5.8579812,3.1901913,9.2674475,348.68674,416.92792,59.150364,0,0,11.365152,242.16655,36.004669,70.515518,432.259,1662,47,146
Clc1c(C(CC)n2cnnc2)c2nc(O)c(O)nc2cc1Cl,1.665581,41.678722,0,0,3,3,6,0,15,0,33,2,8,22,11,64.6959,1.9604819,0,0,13,2,0,11,0,5,2,0,0,1.8455204,-2.5383549,-0.6735844,0.64346063,2.5246058,-2.4077022,-0.56053066,0.68905401,2.6670516,-2.2869327,-0.34390575,0.9266935,2.7828555,18.805277,3,0.125,16,35,0,24,3,3,0.125,19,0,15.853006,12.91479,7.5165076,8.4472294,10.524076,7.1979094,3.2313805,3.9318516,1,1,0.96620005,9,0,-0.82514703,-0.4403314,0.085958697,2.5269685,-0.86346716,-0.32268551,0.18329307,2.6707733,-0.52064502,-0.19384131,0.31201306,2.8133528,10.53636,8.5464821,3.6007106,2.3799453,2.2019279,-4.218554,0,8.5214853,8.3518238,-0.027693942,8.5451221,11.735973,1.1588253,9.5529594,16.84375,6.8571429,3.1653478,14.076453,5.678544,2.604002,3.6333528,7,2,1,0,3.61553,-2.8406701,8.2617159,0,1,16,1,3,3,0,0,0,1.4628541,-1.4628541,0.17548487,0.19709216,63.233978,15.739044,13.399102,0,49.581036,25.899061,0,0,59.163895,18.842079,27.133842,11.365152,0,0,0.69459099,0.40971345,0.039967872,0.30540901,0.59028655,0.26544115,197.51193,116.50497,11.365152,86.845253,167.85222,75.480095,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,284.35718,0,0,0,284.35718,0,5,0,3,0,0,0.22727273,3.0342,50.770454,68.796165,0,0,3.185575,0,7.0012131,55.502518,22.850374,121.2525,8.1450596,0,119.56662,0,23.797958,4.2882738,70.082649,0,111.62331,96.949997,0.46637034,5.5849624,2.9248314,8.6743813,284.35718,340.59406,30.207232,0,0,0,151.53603,75.480095,57.341072,340.16998,936,38,118
O=C(N1CCC(OCc2ccccc2)CC1)c1[nH]c2c(c1)ccc(O)c2,1.6720978,56.235447,0,0,2,3,3,0,15,0,48,2,5,26,20,70.97715,1.4786906,0,0,21,0,0,22,0,2,3,0,0,1.1835401,-2.7462645,-0.68433702,0.72277826,2.7090583,-2.7940009,-0.57874352,0.80971652,2.6893206,-2.4922326,-0.52904701,0.87436187,2.9560244,29.564554,5,0.1724138,16,51,1,29,3,5,0.1724138,34,0,17.93251,14.51996,12.309036,13.940947,12.686673,8.9542885,6.6461177,8.6573982,0,0,0.78663975,16,0,-0.84877449,-0.41471621,0.096922733,2.6920936,-0.95959312,-0.2913802,0.16540973,2.7465389,-0.52119058,-0.22472186,0.2086568,2.9511123,4.287652,10.976119,6.4707069,3.2409322,3.2415233,-4.4867983,0,9.0809259,10.097418,-0.004206756,9.3742218,14,1.0275869,0.002513209,19.322235,9,4.8994083,14.220612,6.5362,3.5243998,3.5749524,5,2,1,0,3.6919999,-3.9688101,10.100305,0,1,22,1,4,6,0,0,0,1.3665588,-1.3665588,0.20104103,0.25710428,67.651054,38.31654,64.215599,22.058474,0,12.949531,0,79.042473,0,0,13.566921,5.6825762,13.566921,2.503756,0.89140236,0.35788223,0.068073824,0.10859761,0.64211774,0.040523782,284.85107,114.36265,21.753254,34.702785,205.19121,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,319.55386,0,0,0,319.55386,0,8,0,4,0,0,0.84615386,3.9612999,25.385227,8.3830976,34.254066,36.879158,29.804539,0,0,163.50577,37.736813,26.169687,10.0325,34.862103,28.509541,16.78553,17.6544,4.7171016,217.45172,42.137939,0,65.559998,0.42228913,5.8579812,3.7441976,9.0532227,319.55386,417.27106,16.070677,0,0,5.6825762,271.28415,12.949531,35.320175,350.418,1960,38,138
Clc1c(N(S(=O)(=O)C)CCCOC)c2NC(=O)C(=O)Nc2cc1CC,1.690196,52.125858,0,0,2,4,5,0,6,0,45,2,7,25,14,85.726944,1.9050431,0,0,15,1,0,20,0,3,5,0,1,2.2981329,-2.6207364,-0.32165369,0.2539224,2.5862355,-2.6937923,-0.37345707,0.30662006,2.5956023,-2.3285267,-0.097602665,0.44174886,2.9266999,35.892139,7,0.26923078,6,46,2,26,7,7,0.26923078,38,0,18.775656,15.752871,9.905777,10.576985,11.700926,9.8724308,3.8880105,4.5985184,0,0,0.94297677,11,0,-0.81922227,-0.4231486,-0.011594748,2.6938415,-1.0187149,-0.34129968,0.036859468,2.7712972,-0.51929933,-0.12723339,0.13483188,3.0030615,8.6700191,14.923118,8.6326466,2.0775383,2.0919545,-3.9531319,1.3772173,6.1208496,9.5707798,-0.060063593,8.1945171,14,1.2904081,0.037142318,21.301775,8.792244,4.8379841,18.940666,7.7775979,4.2632151,5.8925152,8,2,1,0,0.384,-3.60585,9.4652939,0,1,11,1,2,6,0,0,0,1.9916021,-1.9916021,0.27629626,0.17630637,118.45834,6.6995511,28.758026,35.658428,0,0,57.283573,2.2085397,29.581947,0,0,43.381676,27.133842,2.503756,0.62947166,0.29803637,0.20763715,0.37052834,0.7019636,0.16289121,221.36484,104.80976,73.019272,130.30284,246.85793,57.283573,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,351.66769,0,0,0,351.66769,0,6,0,2,0,0,0.31999999,1.59547,1.5185606,94.710754,65.365067,39.365837,3.185575,85.943451,3.5006065,17.643185,18.868406,80.744904,9.6772203,106.89601,0,1.5185606,6.6861815,44.291744,55.379993,49.883404,146.19044,104.81,0.41335541,5.7004399,3.1211514,9.0459566,351.66769,392.0563,61.654121,0,0,11.365152,242.64374,36.004669,73.019272,389.85999,1362,43,128
Clc1c(N(S(=O)(=O)CC)CCC(F)(F)F)c2NC(=O)C(=O)Nc2cc1Cl,1.7160033,46.320515,0,0,2,4,4,0,6,0,38,2,6,26,16,88.786201,2.3364789,0,0,13,2,3,12,0,3,4,0,1,2.3492839,-2.5975716,-0.53107268,0.42152959,2.6443286,-2.7011096,-0.41367945,0.61339837,2.5987785,-2.3186784,-0.19481248,0.72799891,2.9505939,29.259483,5,0.18518518,6,39,2,27,7,6,0.22222222,31,0,19.861443,15.405302,7.6986704,8.3698788,11.870028,9.4506817,3.3880105,4.0438232,0,0,1.1064146,10,0,-0.80852246,-0.40202683,0.001268043,2.6300256,-1.0186878,-0.35236767,0.25795889,2.7036231,-0.51645696,-0.14964832,0.24194428,2.9348953,8.4392977,14.80525,8.550477,2.7738838,2.7900767,-4.6776853,1.3772187,6.3127351,9.0327959,-0.060978606,8.1875238,14,1.296398,0.037890848,22.29081,8.1632652,5.0934258,20.606293,7.5216851,4.6821404,5.961309,7,2,1,0,1.56076,-4.9320102,8.9464722,0,1,11,1,2,4,0,0,0,2.2207751,-2.2207751,0.19068804,0.11701441,52.913162,31.547539,36.108002,0,0,0,52.729118,0,59.163895,0,35.725906,43.381676,27.133842,0,0.63612783,0.48834893,0.20819269,0.36387214,0.51165104,0.15567945,215.4585,165.40532,70.515518,123.24464,173.29782,52.729118,0.5,1,0,0,0,0,1,0,0,0,1,0,338.70313,0,0,0,338.70313,0,5,0,2,0,0,0.65384614,2.9925001,1.5185606,102.47028,54.365173,35.673141,0,0,7.0012131,17.643185,18.868406,164.77388,9.1200199,95.896118,44.880341,9.2780771,7.0012131,44.291744,36.511589,46.190708,118.26405,95.580002,0.40176207,5.7548876,3.087642,9.1677999,338.70313,381.52606,59.150364,0,0,11.365152,232.18295,36.004669,70.515518,434.22198,1485,45,138
O=C(Nc1cc2c(NC(=O)C2)cc1)C(=O)N1CCC(Cc2ccc(C)cc2)CC1,1.7323937,62.855824,0,0,1,2,3,0,12,0,54,2,5,29,20,81.115822,1.5021448,0,0,23,0,0,25,0,3,3,0,0,1.1681864,-2.7814219,-0.57034594,0.56472725,2.7276905,-2.7959909,-0.53125834,0.62558782,2.7569222,-2.5207102,-0.37593722,0.73463511,2.9862888,33.504173,5,0.15625,12,57,3,32,2,6,0.1875,42,0,20.380104,16.533401,13.861443,15.38854,13.974367,10.063241,7.5948062,9.4594927,0,0,0.79082942,18,0,-0.84305447,-0.43346027,0.063843541,2.757561,-1.0157689,-0.33060145,0.12375299,2.8003905,-0.52759117,-0.23317926,0.18903556,3.0143971,5.4674463,12.330772,6.7515106,4.0589046,4.0589046,-5.929388,0,9.7651682,11.260163,0,14,14,1,0,22.203125,10.08,5.8257928,15.925604,7.1374545,4.0860062,3.9195957,6,2,1,0,2.4960001,-5.2849598,11.150721,0,1,22,1,4,6,0,0,0,1.5820497,-1.5820497,0.21190302,0.19745609,128.6765,13.399102,56.407505,0,0,12.949531,25.899061,67.651054,0,0,0,11.365152,40.700764,0,0.74537224,0.33529595,0.14582302,0.25462776,0.66470402,0.10880475,266.13416,119.71697,52.065914,90.914505,237.3317,38.848595,0.5,1,0,0,0,0,1,0,0,0,1,0,357.04868,0,0,0,357.04868,0,9,0,4,0,0,0.51724136,2.9093599,0,54.922165,71.586647,36.879158,13.967521,37.736813,0,123.50229,37.736813,38.839512,11.15924,71.586647,3.1243138,4.4107962,9.5567245,41.534996,198.97591,52.655506,33.326015,78.510002,0.38828552,6,3.8938262,9.3717957,357.04868,463.14789,40.700764,0,0,11.365152,266.13416,38.848595,52.065914,391.47098,2689,43,154
P(=O)(O)(C(NCc1ccccc1)c1c2nc(O)c(O)nc2cc([N+](=O)[O-])c1)Cc1ccccc1.Br,1.7403626,71.041443,0,0,4,6,7,0,22,0,57,5,12,35,22,106.81554,1.8739568,0,1,23,0,0,22,0,4,6,1,0,1.6259199,-2.5845585,-0.67696661,0.69767648,2.648824,-2.5502224,-0.60876113,0.73376834,2.8688123,-2.2911913,-0.49986199,0.85431087,2.9506083,38.334553,8,0.21621622,23,59,1,37,6,8,0.21621622,35,0,24.294317,20.790754,12.919767,15.095648,16.242022,12.165477,6.7218494,9.4158163,2,2,0.96304733,35,0,-0.80587423,-0.43793374,0.098073088,2.8157496,-1.2931299,-0.29205656,0.16445385,2.9489202,-0.49523485,-0.21605732,0.23664927,3.0901411,12.805262,17.211363,7.1721764,2.3207746,4.0750914,-6.5382819,1.1613903,13.007464,13.728129,-1.194804,-28.812994,14,1.9563431,49.289162,29.554419,13.181203,7.5294118,24.783558,10.993368,6.2549582,7.7844229,10,4,1,1,4.9155302,-5.5070801,13.840619,1,2,23,0,4,8,3,0,0,2.1514533,-2.1514533,0.13458735,0.16349745,89.243217,37.853561,33.698608,0,34.169998,32.598614,0,184.09419,0,0,32.816418,11.365152,33.931049,31.458273,0.69188583,0.51146752,0.16477586,0.30811417,0.48853251,0.14333831,322.2883,238.24739,76.754471,143.52309,227.564,66.768616,0,0,0,0,0,0,1,0,0,0,1,0,465.8114,0,0,0,465.8114,0,35,1,4,0,0,0.60000002,4.7244,112.52193,40.656677,0,50.935009,9.5567245,0,0,216.00648,1.1528039,118.7247,13.53895,29.519381,105.64848,68.945755,20.33873,7.0450215,246.19704,0,71.859932,161.39,0.32906306,6.2094536,3.5380006,9.7423038,465.8114,559.84058,11.365152,0,0,0,266.30283,123.86873,75.639847,561.32898,4394,56,180
