SMILES,log IC50,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Clc1c(Cl)ccc(S(=O)(=O)NCc2c(C)nc(C(=O)NCc3sc(C)nc3)cn2)c1,2.693727,61.081482,0,0,3,5,6,0,17,0,47,2,8,30,20,96.155632,2.0458643,0,0,18,2,0,17,0,5,3,0,2,1.3941607,-2.4539618,-0.61582172,0.6023863,2.4508953,-2.5675242,-0.45992795,0.71673626,2.4544489,-2.1392231,-0.38147581,0.84488028,2.7970288,34.418518,7,0.21875,17,49,1,32,4,8,0.25,31,0,21.88854,19.084627,10.800965,12.1459,14.152704,11.67793,4.522491,5.9206867,0,0,0.96666926,18,0,-0.83007574,-0.42364177,0.042312764,2.4879866,-1.1306235,-0.35904723,0.17903142,2.53424,-0.48356584,-0.18691786,0.25837323,2.775811,12.600142,13.311777,7.7449379,3.5894914,3.5892913,-6.3935652,1.4287739,10.143684,11.98445,-0.000900299,10.03293,11.588017,1.007736,0.000567755,24.638672,10.744802,6.75,22.776516,9.9048214,6.2099409,7.5199103,8,2,1,0,1.82853,-3.4911599,12.067782,0,1,17,1,3,6,1,0,0,2.0290625,-2.0290625,0.14777341,0.13002926,63.998165,92.44606,72.216003,26.460169,0,17.134132,0,4.1846013,59.163895,8.0752068,0,49.064251,19.249496,0,0.79259819,0.33917516,0.1658133,0.20740181,0.66082484,0.041588511,326.5441,139.73746,68.313751,85.447884,272.25452,17.134132,0.5,1,0,0,0,0,1,0,0,0,1,0,411.99197,0,0,0,411.99197,0,9,0,3,0,0,0.40000001,3.7980399,34.415749,103.78706,6.6407428,0,34.420433,1.5507339,7.0012131,87.358269,0,213.10616,11.56877,72.033905,50.35659,35.96648,17.559431,0,124.23743,5.2587838,182.86775,113.94,0.37005648,6,3.9122119,9.4773502,411.99197,485.44836,62.631172,0,0,13.757783,312.54788,23.05514,76.388954,486.40399,2939,45,156
N=C(Nc1cc(C(C)C)ccc1)Nc1cc(C(C)C)ccc1,2.6972294,53.409824,0,0,1,2,1,0,12,0,47,3,4,22,18,59.503761,1.2660375,0,0,19,0,0,25,0,3,0,0,0,1.7432626,-2.5416896,-0.57670099,0.63832307,2.4855781,-2.4352455,-0.47300279,0.73920107,2.6459181,-2.2768328,-0.44201642,0.77997285,2.762692,28.650175,4,0.17391305,12,48,1,23,2,6,0.26086956,35,0,16.11252,13.773502,12.273502,13.698306,10.452397,7.7794857,6.5294857,8.242054,0,0,0.71359795,12,0,-0.82708836,-0.3599759,0.07001546,2.5379598,-1.0393025,-0.24098852,0.15249468,2.6799545,-0.51842052,-0.19895859,0.17487016,2.8368437,2.2870417,6.9727058,2.6499259,4.2742877,6.0958967,-5.3670449,0,7.7987185,9.3176146,0.93577349,14,5.8365436,1.2693946,6.8597984,18.340265,8.7408953,5.8641977,13.228945,6.1983266,4.1071854,3.7271512,3,3,1,1,5.757,-6.4615302,9.2258825,0,1,12,1,2,6,1,0,0,0.57310218,-0.57310218,0.47199729,0.36431378,216.90184,13.399102,0,0,0,15.681574,0,36.034069,0,17.742489,0,11.365152,0,0,0.91306776,0.20937523,0.036529306,0.086932242,0.79062474,0.050402936,284.07751,65.141708,11.365152,27.046726,245.98253,15.681574,0.5,1,0,0,0,0,1,0,0,0,1,0,311.12424,0,0,0,311.12424,0,6,0,2,0,0,0.13636364,5.39217,0,37.920593,0,0,6.37115,0,8.8215923,172.81744,0,138.81755,9.6034098,0,0,31.671967,15.192742,41.534996,141.14548,1.8990928,133.30406,47.91,0.4530769,5.523562,3.4398596,8.5998955,311.12424,378.68661,0,0,0,11.365152,266.33502,15.681574,29.107641,295.42999,1191,30,108
Clc1ccc([C@@H](O)C[C@@H]2N(C)CCc3c2cc(OC)c(OC)c3)cc1,2.7071443,56.88903,0,0,3,4,4,0,12,0,49,1,5,25,21,73.888229,1.5079231,0,0,20,1,0,24,0,1,3,0,0,1.6444936,-2.721925,-0.59195632,0.54122579,2.6594315,-2.7059193,-0.53807992,0.54901445,2.7510052,-2.4446971,-0.29498732,0.74024308,2.9307301,32.468967,5,0.18518518,12,51,0,27,3,5,0.18518518,39,0,17.974327,15.58494,12.740123,13.982763,12.028407,8.7949991,5.7234678,7.3240647,2,0,0.81012112,13,0,-0.85137385,-0.38454211,0.017550012,2.8081698,-0.92773736,-0.27912807,0.059233464,2.9200392,-0.51980454,-0.20392624,0.18995132,3.070653,5.6031008,7.7127566,6.5289187,2.1901772,3.7659612,-4.5964246,0,6.7167983,9.9077854,0.97517282,14,5.4058461,1.1233026,2.203315,19.753086,8.792244,4.4659748,17.183449,7.6017766,3.8436024,5.2249894,4,1,1,0,3.9667399,-4.0423799,10.078192,0,1,17,1,3,6,0,0,0,1.2535326,-1.2535326,0.14457922,0.25984713,81.251015,81.226761,16.917038,79.775375,0,0,0,36.034069,29.581947,0,0,13.566921,0,5.0075121,0.94590402,0.2451954,0.054095987,0.054095987,0.75480461,0,324.78619,84.190445,18.574432,18.574432,259.1702,0,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,343.36063,0,0,0,343.36063,0,7,0,3,0,0,0.12,4.20087,47.385002,3.1243138,0,18.439579,9.5567245,122.53333,3.5006065,105.85911,29.319023,49.635502,9.9871798,0,50.509315,0,33.994804,0,143.59592,18.439579,142.81357,41.93,0.42433795,5.7548876,3.3836889,9.0014105,343.36063,416.82285,5.0075121,0,0,0,324.78619,0,18.574432,361.86899,1500,42,130
O=C(N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(=O)N)CO)CCCCN)CCC(=O)O)CCCN=C(N)N)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN)CCC(=O)O)CCC(=O)O)CCC(=O)O)Cc1ccc(O)cc1)CCC(=O)N)C)CC(=O)N)CCC(=O)N)CCC(=O)O)CC(C)C)[C@H](CC)C,2.7245488,292.25626,0,0,3,5,36,0,6,0,277,37,73,143,57,475.01953,1.7148719,0,0,84,0,0,134,0,26,33,0,0,3.8540847,-2.7060523,-0.51757681,0.44786423,2.7064562,-2.8900988,-0.49561977,0.39324269,2.6983476,-2.4551032,-0.31567934,0.59272182,2.9550264,177.33774,73,0.51048952,6,277,27,143,6,89,0.62237763,244,0,108.78369,79.389015,52.000694,54.762878,66.949043,45.172028,26.211071,28.338871,17,0,0.90982485,52,0,-0.84209114,-0.47166163,0.078937069,3.3612692,-1.384089,-0.43478146,0.054200001,3.2631118,-0.53507823,-0.23941603,0.20423101,3.5865593,62.119259,131.39565,41.402718,-14.960219,-9.2419491,-6.6682587,0,30.543043,51.747921,-2.3366182,5.1322761,9.1677923,2.4385464,24.202299,141.00699,78.202271,62.51432,106.30765,58.834591,46.964935,43.738232,59,41,0,3,-12.397,-9.1829205,49.986916,0,1,7,0,1,73,5,0,0,13.001376,-13.001376,0.023193397,0.020683749,404.39523,47.425484,159.717,120.79277,28.758026,287.62173,73.542496,33.825527,0,227.51701,13.566921,110.17072,352.73993,0,0.54150563,0.39666194,0.24886695,0.45849437,0.60333806,0.2096274,1007.2399,737.82013,462.91064,852.83289,1122.2527,389.92224,0.5,1,0,0,0,0,1,0,0,0,1,0,1860.0729,0,0,0,1860.0729,0,26,0,1,0,0,0.090909094,-12.97173,635.01715,151.06087,684.12915,203.17113,12.007167,35.653934,0,70.572739,433.97333,171.8735,49.42654,620.4176,67.555984,423.91974,72.140503,296.07468,523.41449,227.30586,166.63008,1024.45,0.10618784,8.1598711,5.4653835,14.035467,1860.0729,2089.4934,290.58792,0,0,215.11864,794.91406,361.16422,703.99457,2036.145,200284,208,666
C(CCCCn1c2c(c3c1cccc3)c[n+](C)cc2)CCCn1c2c(c3c1cccc3)c[n+](C)cc2.[I-].[I-],2.7558749,95.424545,0,0,1,2,0,2,26,4,74,0,0,38,32,103.38225,1.3970574,0,0,32,0,0,36,2,4,0,0,0,0.9812572,-2.6980748,-0.60484248,0.61086851,2.6381059,-2.9960001,-0.52849346,0.71482891,2.8062661,-2.4458981,-0.38898176,0.76993394,2.8927226,47.275452,9,0.21951219,30,77,0,41,9,9,0.21951219,47,0,24.484552,26.599539,19.739758,22.175152,17.70351,13.430173,9.9760675,12.765986,0,0,0.99743241,38,0,-1.0001826,-0.41026795,0.062502705,2.9017084,-2.9961827,-0.29632819,0.14364615,3.031266,-0.5583573,-0.18342729,0.1733357,3.1652956,6.5474,18.658327,18.658327,6.8293242,6.8293242,-8.953928,0,13.68071,17.390486,0,14,14,1,0,30.947056,14.254459,6.5844097,27.542444,12.644804,5.8275356,9.1649694,4,0,1,1,12.914,-9.8804998,18.183094,1,3,30,0,6,9,2,0,0,2.9602871,-2.9602871,0.13797861,0.33780506,225.73601,62.832272,40.59901,0,0,81.198021,67.79892,0,0,0,0,0,0,116.17611,0.55383635,0.19547068,0.19547068,0.44616365,0.80452931,0.25069296,329.1673,116.17611,116.17611,265.17307,478.16425,148.99695,0,0,0,0,0,0,1,0,0,0,1,0,594.34033,0,0,0,594.34033,0,38,1,6,0,0,0.94736844,1.8514,143.54034,3.7981856,0,0,0,0,0,264.15768,113.21043,102.67353,14.9914,143.54034,3.7981856,0,0,18.868406,395.37885,0,65.794373,17.620001,0.31455502,6.3575521,4.0981541,9.9304419,594.34033,695.97498,0,116.17611,0,0,478.16425,0,0,730.47601,7714,61,198
N=C(Nc1c(CC)cccc1)Nc1c(CC)cccc1,2.7701154,47.222652,0,0,1,2,1,0,12,0,41,3,4,20,16,53.179211,1.2970539,0,0,17,0,0,21,0,3,0,0,0,1.8028897,-2.4586923,-0.52652901,0.59338319,2.3943067,-2.4469106,-0.42677945,0.6911369,2.5114157,-2.170048,-0.40062603,0.7261371,2.7057931,24.277348,4,0.19047619,12,42,1,21,2,6,0.2857143,29,0,14.372033,12.033015,10.533015,11.957819,9.7407131,7.026021,5.776021,7.5303698,0,0,0.72068262,10,0,-0.82612681,-0.33619103,0.061557379,2.4718225,-1.0394638,-0.22271812,0.14241306,2.5960464,-0.51338208,-0.18363644,0.16080262,2.7806492,2.2871594,6.8609633,2.5395684,2.7409742,4.5645485,-4.4932113,0,7.7986989,8.4088402,0.93368006,14,5.8514462,1.276486,6.8707242,16.371881,8.4444447,4.7647057,11.392,5.7530208,3.1960831,3.2769206,3,3,1,0,4.9390001,-4.8041902,8.3647928,0,1,12,1,2,6,0,0,0,0.53824472,-0.53824472,0.50253075,0.38848463,153.66786,13.399102,0,0,0,15.681574,0,67.651054,0,17.742489,0,11.365152,0,0,0.90323424,0.346176,0.040661387,0.096765742,0.65382397,0.056104358,252.46051,96.758698,11.365152,27.046726,182.74855,15.681574,0.5,1,0,0,0,0,1,0,0,0,1,0,279.50723,0,0,0,279.50723,0,5,0,2,0,0,0.94999999,4.2701101,0,37.920593,0,0,6.37115,37.736813,0,172.81744,0,72.165527,8.6612101,0,0,31.671967,6.37115,41.534996,178.88228,1.8990928,66.652031,47.91,0.48464775,5.3923173,3.2067213,8.3421431,279.50723,341.63165,0,0,0,11.365152,234.71803,15.681574,29.107641,267.37601,873,28,96
C(CCCCn1c2c(c3c1cccc3)c[n+](CC)cc2)CCCCn1c2c(c3c1cccc3)c[n+](CC)cc2.[I-].[I-],2.7708521,104.70531,0,0,2,3,0,2,26,4,83,0,0,41,35,113.12604,1.3629643,0,0,35,0,0,42,2,4,0,0,0,0.97224224,-2.7094812,-0.60237348,0.61082333,2.647115,-2.9960001,-0.52517211,0.71477455,2.8167248,-2.4569077,-0.38867262,0.76957476,2.9018264,53.834694,12,0.27272728,30,86,0,44,10,12,0.27272728,56,0,26.605873,28.720858,21.861078,24.296473,19.27952,15.082416,11.890282,14.6802,0,0,0.97161037,41,0,-1.0001452,-0.40155247,0.062517516,2.9399352,-2.9961452,-0.29310063,0.14365681,3.0665343,-0.56054246,-0.18334123,0.17330208,3.1977389,6.5474,18.692093,18.692093,7.8978562,7.8978562,-9.8065462,0,13.680785,18.753653,0,14,14,1,0,33.884296,16.350443,7.4586778,30.423985,14.639803,6.6650271,10.863442,4,0,1,1,14.038,-11.05014,19.593212,1,3,30,0,6,12,3,0,0,2.9726706,-2.9726706,0.10850616,0.33639786,241.54449,121.64917,40.59901,0,0,81.198021,40.59901,0,0,0,0,0,0,116.17611,0.62919009,0.1810257,0.1810257,0.37080994,0.81897432,0.18978423,403.79269,116.17611,116.17611,237.97314,525.58972,121.79704,0,0,0,0,0,0,1,0,0,0,1,0,641.76581,0,0,0,641.76581,0,41,1,6,0,0,0.9512195,3.0216999,143.54034,3.7981856,0,0,0,0,0,264.15768,132.07884,140.41034,16.376499,143.54034,3.7981856,0,0,18.868406,451.12643,0,66.652031,17.620001,0.29629606,6.4594316,4.2576551,10.161582,641.76581,751.55743,0,116.17611,0,0,525.58972,0,0,772.55701,9605,66,210
S(=O)(=O)(O[C@H]1C[C@@H]2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](C)CC4)CC3)CC2)CC1)O.n1ccccc1,2.7781513,77.212929,0,0,3,3,5,0,6,0,70,3,8,31,25,98.822723,1.4117532,0,0,25,0,0,39,0,1,4,0,1,0.7041344,-3.0001421,-0.52937365,0.58659947,2.9794719,-2.9152966,-0.43926314,0.67637479,3.0740225,-2.7436392,-0.39717436,0.71994519,3.2383766,52.347073,2,0.05882353,6,73,0,34,3,2,0.05882353,67,0,22.277811,20.058731,16.714813,17.363596,14.633613,13.504967,10.705144,11.371811,8,0,0.80915004,31,0,-0.81019855,-0.35873786,0.0617847,3.4036672,-0.82285428,-0.29217795,0.13767947,3.5009415,-0.54353589,-0.20658532,0.15791997,3.626549,5.9178648,10.630013,5.9558601,7.5278497,7.1250429,-8.0500736,1.5378524,3.0630121,12.455476,-0.97825593,5.3468881,14,1.1104343,14.718816,24.134949,9.3306217,4.9401388,23.378967,9.0284977,4.7763691,6.8089337,5,1,1,1,6.0380001,-8.6311102,12.46895,0,2,26,0,5,2,2,0,0,0.6423741,-0.6423741,0.43936127,0.37722293,288.96997,49.057533,0,0,0,16.512768,0,110.65946,48.024784,0,4.945097,5.6825762,0,0,0.94628334,0.14194939,0.013752846,0.053716682,0.85805058,0.039963838,390.99741,58.652458,5.6825762,22.195343,354.54028,16.512768,0,0,0,0,0,0,1,0,0,0,1,0,413.19275,0,0,0,413.19275,0,31,0,5,0,0,0.19354838,5.3691001,22.930752,64.957214,25.301092,0,22.05398,0,0,87.358269,169.81564,99.978043,12.11396,56.717102,39.716282,22.05398,6.4686494,0,257.17392,0,110.26508,76.489998,0.36875206,6.0874629,3.1394825,9.20854,413.19275,507.12967,10.627673,0,0,0,338.02753,16.512768,58.652458,449.65601,6087,52,172
Clc1c(F)ccc(S(=O)(=O)NCc2ncc(C(=O)NCc3sc(C)nn3)nc2)c1,2.7951846,55.038101,0,0,2,4,7,0,17,0,43,2,9,29,18,93.761749,2.180506,0,0,16,1,1,14,0,6,3,0,2,1.3389668,-2.4445367,-0.64366835,0.50568599,2.4432878,-2.5653355,-0.48527426,0.66987759,2.4279017,-2.122273,-0.46212476,0.84074247,2.7923567,31.921898,7,0.22580644,17,45,1,31,4,8,0.25806451,27,0,21.018297,17.275911,9.3009653,10.568549,13.742021,10.749966,3.772491,5.0100031,0,0,0.99022198,18,0,-0.82405937,-0.44610676,0.014486868,2.4164035,-1.1306018,-0.38160622,0.15613398,2.4433143,-0.48388878,-0.1983059,0.22158358,2.6990967,14.938213,14.140494,8.4274092,2.0078413,2.0075324,-5.3318133,1.4253287,10.089731,11.035905,-0.001216484,9.8932276,11.21754,1.0105474,0.000797915,23.658689,10.543388,6.7383409,20.518936,9.0954485,5.7901216,6.4354806,9,2,1,0,1.3845299,-2.8842001,11.011037,0,1,17,0,3,6,2,0,0,2.1738808,-2.1738808,0.13797171,0.12136667,63.998165,40.194416,72.216003,55.780521,0,17.134132,0,0,29.581947,8.0752068,18.842079,60.972889,13.566921,0,0.75898254,0.34451115,0.19597057,0.24101743,0.65548885,0.045046877,288.68832,131.03905,74.53981,91.673943,249.32324,17.134132,0.5,1,0,0,0,0,1,0,0,0,1,0,380.36227,0,0,0,380.36227,0,9,0,3,0,0,0.13793103,2.3703201,34.415749,120.32755,15.761761,0,31.234859,1.5507339,3.5006065,87.358269,0,155.59161,10.36937,72.033905,81.857185,45.087502,10.873249,0,124.23743,5.2587838,110.39309,126.83,0.3796615,5.9541965,3.926625,9.3694229,380.36227,447.17044,75.790672,0,0,13.757783,267.75867,23.05514,89.548454,456.91,2765,42,150
Clc1c(F)ccc(S(=O)(=O)NCc2ncc(C(=O)NCc3ncc(C)nc3)cc2)c1,2.7993405,58.318481,0,0,2,4,6,0,18,0,47,2,8,30,20,94.503654,2.0107162,0,0,19,1,1,17,0,5,3,0,1,1.3295648,-2.4498401,-0.62577933,0.60309809,2.4429324,-2.5651634,-0.50534523,0.66340315,2.4358199,-2.1260872,-0.41580838,0.81720924,2.7936513,32.92152,7,0.21875,18,49,1,32,4,8,0.25,30,0,21.725405,17.336004,11.033015,12.68987,14.242021,10.559172,4.9718494,6.7347484,0,0,0.92315942,19,0,-0.82370305,-0.43423009,0.053900667,2.4660003,-1.1306782,-0.37603539,0.16407122,2.5049257,-0.48359007,-0.20145719,0.20697822,2.7487535,12.498083,14.719368,9.2016897,2.8289006,2.8299384,-5.4469824,1.4257078,10.746411,11.334249,0.001973822,10.036753,9.538022,1.0302421,0.002277619,24.638672,11.227654,7.2592592,19.861589,8.9795399,5.7733169,5.944931,8,2,1,0,1.3335299,-2.7788701,11.37395,0,1,18,1,3,6,0,0,0,2.1019557,-2.1019557,0.14269286,0.12631187,57.531094,69.835342,99.215057,29.320351,0,17.134132,0,0,29.581947,8.0752068,0,66.655464,13.566921,0,0.75095254,0.30154735,0.20521668,0.24904746,0.69845265,0.043830782,293.55899,117.87954,80.222382,97.356514,273.03598,17.134132,0.47368422,0.89999998,0,0,0,0,1,0,0,0,1,0,390.91553,0,0,0,390.91553,0,10,0,3,0,0,0.23333333,2.91382,34.415749,103.78706,15.761761,0,35.318035,1.5507339,3.5006065,139.85899,0,124.31393,10.80217,72.033905,65.316704,45.087502,14.956424,0,176.73814,5.2587838,79.115402,113.94,0.37005648,6,3.9860871,9.4654064,390.91553,468.77924,62.631172,0,0,13.757783,291.47144,23.05514,76.388954,449.89398,3069,45,154
Clc1c(Cl)cc2N=C(O)c3n(-c2c1)cnn3,2.7993405,28.069172,0,0,1,1,4,0,11,0,20,1,5,16,8,39.909237,1.9954618,0,0,9,2,0,4,0,4,1,0,0,1.8149929,-2.2226675,-0.70902395,0.67520171,2.2715106,-2.1875696,-0.52996945,0.95346266,2.4291615,-1.8914108,-0.40325195,1.0546627,2.5910764,9.8328276,0,0,11,22,1,18,1,0,0,10,0,11.284093,9.2359056,4.7320509,5.585422,7.6647038,5.0966325,1.9047005,2.6329932,0,0,1.0163202,7,0,-0.78873247,-0.46915987,0.057556469,2.2310786,-0.86935592,-0.34683236,0.3166846,2.3686709,-0.42355046,-0.18276849,0.3955681,2.5472004,7.6046572,4.3652205,1.8927937,2.5317438,2.4009576,-3.824106,0,7.4832597,6.0526805,-0.0002126,10.672343,14,1.0021074,7.0432591,11.111111,4.0329218,1.7645429,9.1920099,3.29091,1.4251066,1.8906299,5,1,1,0,2.323,-3.24418,5.8707294,0,1,15,1,3,0,0,0,0,1.0605445,-1.0605445,0.2349461,0.25174162,31.616989,15.739044,6.6995511,0,48.930611,0,0,0,59.163895,18.842079,13.566921,5.6825762,0,0,0.72726363,0.48569047,0.028378589,0.27273637,0.51430953,0.24435779,145.62848,97.25547,5.6825762,54.613186,102.9862,48.930611,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,200.24167,0,0,0,200.24167,0,4,0,3,0,0,0.25,2.5237999,0,40.039707,0,25.385227,2.3279202,16.78553,7.0012131,54.828648,0,81.054039,6.0204802,0,52.010635,25.385227,9.329133,5.513495,52.071899,4.8146005,78.297287,63.299999,0.58587331,5.1699252,2.6025801,7.7285728,200.24167,247.00087,24.524654,0,0,0,113.21947,48.930611,38.091576,255.064,386,27,90
Clc1c(F)c2nc(O)c(O)nc2cc1F,2.7993405,23.178379,0,0,1,1,4,0,10,0,18,2,6,15,9,40.303764,2.2390978,0,0,8,1,2,3,0,2,2,0,0,2.1305487,-2.0951846,-0.76338339,0.66289842,2.1931024,-2.0024717,-0.70921832,0.87974596,2.3239524,-1.8134174,-0.4528009,0.93224144,2.4688439,8.7456207,0,0,11,19,0,16,1,0,0,8,0,11.162772,7.7560272,4.0773501,4.7485585,7.0029078,4.1139021,1.8273503,2.4831634,0,0,1.0916092,7,0,-0.72242481,-0.51358873,0.10418589,2.1163809,-0.76662171,-0.39784482,0.31277016,2.2533677,-0.43469608,-0.23324689,0.32369572,2.3957253,5.8983407,5.8412952,0.73209405,2.0115421,2.0985653,-2.9715352,0,6.1723351,4.953876,-0.50077933,6.9991503,14,2.3360426,7.4260278,11.484375,4.1076388,1.96875,9.1555042,3.2170482,1.5195925,1.9635799,4,2,1,0,2.40453,-1.90695,4.8562632,0,1,11,1,2,0,0,0,0,1.2402985,-1.2402985,0.207027,0.17344132,0,15.808495,17.918848,18.041691,0,25.899061,0,0,29.581947,0,27.133842,35.182423,0,0,0.6397782,0.5419603,0.20748475,0.36022183,0.45803967,0.15273708,108.48483,91.898209,35.182423,61.081486,77.668098,25.899061,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,169.56631,0,0,0,169.56631,0,4,0,2,0,0,0.13333334,1.9726,50.770454,33.57106,18.242037,0,0,0,3.5006065,21.931458,0,78.698074,4.7793598,0,114.26174,18.242037,13.129807,4.2882738,17.643185,0,39.148643,66.239998,0.59002918,5,2.562053,7.5396128,169.56631,210.28496,11.365152,0,0,0,105.16825,25.899061,38.498993,232.573,330,26,80
O=C(O)[C@@H](N)Cc1[nH]nnn1,2.8055007,18.81155,0,0,2,3,7,0,5,0,18,6,13,11,2,33.797523,1.8776402,0,0,4,0,0,7,0,5,2,0,0,2.2003703,-2.4451513,-0.55187219,0.57917488,2.5184896,-2.7335293,-0.54484057,0.48489666,2.343442,-2.2202196,-0.38304657,0.75976413,2.7331214,8.6104488,3,0.27272728,5,18,1,11,3,3,0.27272728,12,0,8.2675848,5.5589099,2.284457,2.4391575,5.1983771,2.9087546,1.0504768,1.1498299,1,0,1.0328817,6,0,-0.80996138,-0.41971579,0.11085577,2.1014309,-1.3635017,-0.46708018,0.091275394,1.9624525,-0.49918211,-0.24099989,0.23331043,2.3169091,10.345922,10.696094,1.9894494,-5.2351437,-2.4770017,0.28058654,0,3.3683674,3.7801726,-0.77845299,6.4640889,11.958192,1.7695557,6.2443819,9.090909,4.1326532,2.8444445,6.4597311,2.8235774,1.8756754,1.658141,7,4,1,0,-4.2817302,1.11049,3.5045102,0,1,5,1,1,3,0,0,0,0.79286271,-0.79286271,0.40234295,0.32793629,0,15.808495,0,17.890114,0,0,14.708499,26.319006,0,50.151489,0,0,13.566921,0,0.79576355,0.65035015,0.097995356,0.20423646,0.34964985,0.10624111,110.16911,90.037415,13.566921,28.275419,48.407108,14.708499,0.5,1,0,0,0,0,1,0,0,0,1,0,138.44452,0,0,0,138.44452,0,3,0,1,0,0,0.36363637,-1.84593,32.897186,57.489441,44.507191,25.385227,2.3279202,18.868406,0,0,0,0,3.3492899,23.862217,49.743977,42.048233,6.3098888,32.897186,18.868406,7.7454643,0,117.78,0.68403846,4.4594316,2.4981596,6.5816851,138.44452,145.2993,13.159503,0,0,0,22.508045,25.899061,90.037415,157.133,165,10,50
